,description,date,Human voice - Shouting,Human voice - Singing,Music non-amplified,Nature elements - Wind,Transport road - Passenger car,Transport road - Siren,Unsupported,latitude,longitude
0,MP 01: Naamsestraat 35  Maxim,2022-03-07,10,0,0,0,4,1,0,50.877160828051615,4.7006992525313445
1,MP 01: Naamsestraat 35  Maxim,2022-03-08,39,0,1,0,20,3,0,50.877160828051615,4.7006992525313445
2,MP 01: Naamsestraat 35  Maxim,2022-03-09,28,0,0,0,42,0,0,50.877160828051615,4.7006992525313445
3,MP 01: Naamsestraat 35  Maxim,2022-03-10,39,0,0,0,27,0,0,50.877160828051615,4.7006992525313445
4,MP 01: Naamsestraat 35  Maxim,2022-03-11,70,0,0,0,44,3,0,50.877160828051615,4.7006992525313445
5,MP 01: Naamsestraat 35  Maxim,2022-03-12,3,0,0,2,20,1,0,50.877160828051615,4.7006992525313445
6,MP 01: Naamsestraat 35  Maxim,2022-03-13,2,0,0,1,9,1,0,50.877160828051615,4.7006992525313445
7,MP 01: Naamsestraat 35  Maxim,2022-03-14,20,0,1,0,143,1,0,50.877160828051615,4.7006992525313445
8,MP 01: Naamsestraat 35  Maxim,2022-03-15,36,0,0,0,40,4,0,50.877160828051615,4.7006992525313445
9,MP 01: Naamsestraat 35  Maxim,2022-03-16,44,0,0,0,46,3,0,50.877160828051615,4.7006992525313445
10,MP 01: Naamsestraat 35  Maxim,2022-03-17,67,0,0,0,27,0,0,50.877160828051615,4.7006992525313445
11,MP 01: Naamsestraat 35  Maxim,2022-03-18,48,0,0,0,36,1,0,50.877160828051615,4.7006992525313445
12,MP 01: Naamsestraat 35  Maxim,2022-03-19,3,0,1,1,15,2,0,50.877160828051615,4.7006992525313445
13,MP 01: Naamsestraat 35  Maxim,2022-03-20,1,0,0,0,12,0,0,50.877160828051615,4.7006992525313445
14,MP 01: Naamsestraat 35  Maxim,2022-03-21,21,0,5,0,45,0,0,50.877160828051615,4.7006992525313445
15,MP 01: Naamsestraat 35  Maxim,2022-03-22,33,0,0,0,21,0,3,50.877160828051615,4.7006992525313445
16,MP 01: Naamsestraat 35  Maxim,2022-03-23,25,0,0,0,18,0,14,50.877160828051615,4.7006992525313445
17,MP 01: Naamsestraat 35  Maxim,2022-03-24,44,0,0,0,24,0,28,50.877160828051615,4.7006992525313445
18,MP 01: Naamsestraat 35  Maxim,2022-03-25,34,0,0,0,13,0,9,50.877160828051615,4.7006992525313445
19,MP 01: Naamsestraat 35  Maxim,2022-03-26,1,0,0,0,15,0,3,50.877160828051615,4.7006992525313445
20,MP 01: Naamsestraat 35  Maxim,2022-03-27,6,0,0,0,6,0,9,50.877160828051615,4.7006992525313445
21,MP 01: Naamsestraat 35  Maxim,2022-03-28,2,0,0,0,13,0,6,50.877160828051615,4.7006992525313445
22,MP 01: Naamsestraat 35  Maxim,2022-03-29,27,0,0,0,19,0,24,50.877160828051615,4.7006992525313445
23,MP 01: Naamsestraat 35  Maxim,2022-03-30,30,0,0,0,15,0,23,50.877160828051615,4.7006992525313445
24,MP 01: Naamsestraat 35  Maxim,2022-03-31,33,0,0,0,21,0,11,50.877160828051615,4.7006992525313445
25,MP 01: Naamsestraat 35  Maxim,2022-04-01,45,0,0,0,27,1,17,50.877160828051615,4.7006992525313445
26,MP 01: Naamsestraat 35  Maxim,2022-04-02,7,0,0,0,20,0,7,50.877160828051615,4.7006992525313445
27,MP 01: Naamsestraat 35  Maxim,2022-04-03,0,0,0,0,12,0,1,50.877160828051615,4.7006992525313445
28,MP 01: Naamsestraat 35  Maxim,2022-04-04,3,0,0,0,15,0,10,50.877160828051615,4.7006992525313445
29,MP 01: Naamsestraat 35  Maxim,2022-04-05,4,0,0,0,29,0,9,50.877160828051615,4.7006992525313445
30,MP 01: Naamsestraat 35  Maxim,2022-04-06,2,0,0,0,17,0,14,50.877160828051615,4.7006992525313445
31,MP 01: Naamsestraat 35  Maxim,2022-04-07,2,0,1,0,10,0,12,50.877160828051615,4.7006992525313445
32,MP 01: Naamsestraat 35  Maxim,2022-04-08,4,0,0,0,18,0,10,50.877160828051615,4.7006992525313445
33,MP 01: Naamsestraat 35  Maxim,2022-04-09,2,0,0,0,24,0,9,50.877160828051615,4.7006992525313445
34,MP 01: Naamsestraat 35  Maxim,2022-04-10,0,0,0,0,6,0,1,50.877160828051615,4.7006992525313445
35,MP 01: Naamsestraat 35  Maxim,2022-04-11,14,0,0,0,50,0,19,50.877160828051615,4.7006992525313445
36,MP 01: Naamsestraat 35  Maxim,2022-04-12,3,0,0,0,15,0,21,50.877160828051615,4.7006992525313445
37,MP 01: Naamsestraat 35  Maxim,2022-04-13,10,0,0,0,27,0,21,50.877160828051615,4.7006992525313445
38,MP 01: Naamsestraat 35  Maxim,2022-04-14,4,0,0,0,16,0,7,50.877160828051615,4.7006992525313445
39,MP 01: Naamsestraat 35  Maxim,2022-04-15,1,1,0,0,15,0,16,50.877160828051615,4.7006992525313445
40,MP 01: Naamsestraat 35  Maxim,2022-04-16,1,1,0,0,15,0,19,50.877160828051615,4.7006992525313445
41,MP 01: Naamsestraat 35  Maxim,2022-04-17,0,1,0,0,9,0,3,50.877160828051615,4.7006992525313445
42,MP 01: Naamsestraat 35  Maxim,2022-04-18,0,0,0,0,11,0,10,50.877160828051615,4.7006992525313445
43,MP 01: Naamsestraat 35  Maxim,2022-04-19,11,0,0,0,11,0,8,50.877160828051615,4.7006992525313445
44,MP 01: Naamsestraat 35  Maxim,2022-04-20,8,4,0,0,29,1,41,50.877160828051615,4.7006992525313445
45,MP 01: Naamsestraat 35  Maxim,2022-04-21,5,2,0,1,23,0,43,50.877160828051615,4.7006992525313445
46,MP 01: Naamsestraat 35  Maxim,2022-04-22,9,6,0,0,20,0,40,50.877160828051615,4.7006992525313445
47,MP 01: Naamsestraat 35  Maxim,2022-04-23,0,1,0,0,11,1,11,50.877160828051615,4.7006992525313445
48,MP 01: Naamsestraat 35  Maxim,2022-04-24,1,0,0,0,8,1,8,50.877160828051615,4.7006992525313445
49,MP 01: Naamsestraat 35  Maxim,2022-04-25,1,2,0,0,33,1,42,50.877160828051615,4.7006992525313445
50,MP 01: Naamsestraat 35  Maxim,2022-04-26,4,0,0,0,68,2,111,50.877160828051615,4.7006992525313445
51,MP 01: Naamsestraat 35  Maxim,2022-04-27,5,1,0,0,54,0,53,50.877160828051615,4.7006992525313445
52,MP 01: Naamsestraat 35  Maxim,2022-04-28,3,4,0,0,34,0,57,50.877160828051615,4.7006992525313445
53,MP 01: Naamsestraat 35  Maxim,2022-04-29,12,1,0,0,19,1,32,50.877160828051615,4.7006992525313445
54,MP 01: Naamsestraat 35  Maxim,2022-04-30,4,2,0,0,8,0,26,50.877160828051615,4.7006992525313445
55,MP 01: Naamsestraat 35  Maxim,2022-05-01,1,0,0,0,8,0,4,50.877160828051615,4.7006992525313445
56,MP 01: Naamsestraat 35  Maxim,2022-05-02,3,1,0,0,22,1,11,50.877160828051615,4.7006992525313445
57,MP 01: Naamsestraat 35  Maxim,2022-05-03,0,1,0,0,22,0,11,50.877160828051615,4.7006992525313445
58,MP 01: Naamsestraat 35  Maxim,2022-05-04,1,1,0,0,18,0,22,50.877160828051615,4.7006992525313445
59,MP 01: Naamsestraat 35  Maxim,2022-05-05,0,3,0,0,17,2,34,50.877160828051615,4.7006992525313445
60,MP 01: Naamsestraat 35  Maxim,2022-05-06,12,3,0,0,14,0,30,50.877160828051615,4.7006992525313445
61,MP 01: Naamsestraat 35  Maxim,2022-05-07,8,0,0,0,9,0,21,50.877160828051615,4.7006992525313445
62,MP 01: Naamsestraat 35  Maxim,2022-05-08,2,4,0,0,12,0,21,50.877160828051615,4.7006992525313445
63,MP 01: Naamsestraat 35  Maxim,2022-05-09,3,4,0,0,19,0,15,50.877160828051615,4.7006992525313445
64,MP 01: Naamsestraat 35  Maxim,2022-05-10,2,1,0,0,18,0,15,50.877160828051615,4.7006992525313445
65,MP 01: Naamsestraat 35  Maxim,2022-05-11,3,2,0,0,15,2,20,50.877160828051615,4.7006992525313445
66,MP 01: Naamsestraat 35  Maxim,2022-05-12,4,2,0,0,23,2,17,50.877160828051615,4.7006992525313445
67,MP 01: Naamsestraat 35  Maxim,2022-05-13,5,4,0,0,10,1,25,50.877160828051615,4.7006992525313445
68,MP 01: Naamsestraat 35  Maxim,2022-05-14,1,0,0,0,6,0,5,50.877160828051615,4.7006992525313445
69,MP 01: Naamsestraat 35  Maxim,2022-05-15,2,0,0,0,7,1,6,50.877160828051615,4.7006992525313445
70,MP 01: Naamsestraat 35  Maxim,2022-05-16,1,0,0,0,22,0,5,50.877160828051615,4.7006992525313445
71,MP 01: Naamsestraat 35  Maxim,2022-05-17,2,0,0,0,19,1,19,50.877160828051615,4.7006992525313445
72,MP 01: Naamsestraat 35  Maxim,2022-05-18,3,1,0,0,16,1,10,50.877160828051615,4.7006992525313445
73,MP 01: Naamsestraat 35  Maxim,2022-05-19,7,1,0,0,20,1,25,50.877160828051615,4.7006992525313445
74,MP 01: Naamsestraat 35  Maxim,2022-05-20,7,0,0,0,22,0,17,50.877160828051615,4.7006992525313445
75,MP 01: Naamsestraat 35  Maxim,2022-05-21,0,1,0,0,8,0,7,50.877160828051615,4.7006992525313445
76,MP 01: Naamsestraat 35  Maxim,2022-05-22,0,0,0,0,9,0,5,50.877160828051615,4.7006992525313445
77,MP 01: Naamsestraat 35  Maxim,2022-05-23,1,0,0,0,17,0,5,50.877160828051615,4.7006992525313445
78,MP 01: Naamsestraat 35  Maxim,2022-05-24,1,2,0,0,24,2,6,50.877160828051615,4.7006992525313445
79,MP 01: Naamsestraat 35  Maxim,2022-05-25,4,0,0,0,19,0,12,50.877160828051615,4.7006992525313445
80,MP 01: Naamsestraat 35  Maxim,2022-05-26,8,1,0,0,2,0,14,50.877160828051615,4.7006992525313445
81,MP 01: Naamsestraat 35  Maxim,2022-06-01,1,0,0,0,29,1,5,50.877160828051615,4.7006992525313445
82,MP 01: Naamsestraat 35  Maxim,2022-06-02,0,1,0,0,89,0,22,50.877160828051615,4.7006992525313445
83,MP 01: Naamsestraat 35  Maxim,2022-06-03,9,0,0,0,60,0,15,50.877160828051615,4.7006992525313445
84,MP 01: Naamsestraat 35  Maxim,2022-06-04,3,1,0,1,74,0,22,50.877160828051615,4.7006992525313445
85,MP 01: Naamsestraat 35  Maxim,2022-06-05,1,0,0,0,81,0,6,50.877160828051615,4.7006992525313445
86,MP 01: Naamsestraat 35  Maxim,2022-06-06,2,0,0,0,74,0,2,50.877160828051615,4.7006992525313445
87,MP 01: Naamsestraat 35  Maxim,2022-06-07,3,0,0,0,79,0,19,50.877160828051615,4.7006992525313445
88,MP 01: Naamsestraat 35  Maxim,2022-06-08,0,0,0,0,144,2,23,50.877160828051615,4.7006992525313445
89,MP 01: Naamsestraat 35  Maxim,2022-06-09,16,3,0,0,100,1,91,50.877160828051615,4.7006992525313445
90,MP 01: Naamsestraat 35  Maxim,2022-06-10,34,2,0,0,69,0,104,50.877160828051615,4.7006992525313445
91,MP 01: Naamsestraat 35  Maxim,2022-06-11,3,0,0,0,83,0,17,50.877160828051615,4.7006992525313445
92,MP 01: Naamsestraat 35  Maxim,2022-06-12,2,0,0,0,77,0,10,50.877160828051615,4.7006992525313445
93,MP 01: Naamsestraat 35  Maxim,2022-06-13,2,0,0,0,81,1,19,50.877160828051615,4.7006992525313445
94,MP 01: Naamsestraat 35  Maxim,2022-06-14,11,0,0,0,125,0,46,50.877160828051615,4.7006992525313445
95,MP 01: Naamsestraat 35  Maxim,2022-06-15,2,0,0,0,91,1,19,50.877160828051615,4.7006992525313445
96,MP 01: Naamsestraat 35  Maxim,2022-06-16,9,14,0,0,147,0,101,50.877160828051615,4.7006992525313445
97,MP 01: Naamsestraat 35  Maxim,2022-06-17,6,1,0,0,208,0,135,50.877160828051615,4.7006992525313445
98,MP 01: Naamsestraat 35  Maxim,2022-06-18,7,1,0,0,131,0,23,50.877160828051615,4.7006992525313445
99,MP 01: Naamsestraat 35  Maxim,2022-06-19,0,0,0,0,75,2,7,50.877160828051615,4.7006992525313445
100,MP 01: Naamsestraat 35  Maxim,2022-06-20,4,1,0,0,92,0,22,50.877160828051615,4.7006992525313445
101,MP 01: Naamsestraat 35  Maxim,2022-06-21,1,0,0,0,65,0,12,50.877160828051615,4.7006992525313445
102,MP 01: Naamsestraat 35  Maxim,2022-06-22,8,0,0,0,167,0,132,50.877160828051615,4.7006992525313445
103,MP 01: Naamsestraat 35  Maxim,2022-06-23,5,0,0,0,100,1,38,50.877160828051615,4.7006992525313445
104,MP 01: Naamsestraat 35  Maxim,2022-06-24,12,0,0,1,107,0,41,50.877160828051615,4.7006992525313445
105,MP 01: Naamsestraat 35  Maxim,2022-06-25,10,0,0,0,71,0,13,50.877160828051615,4.7006992525313445
106,MP 01: Naamsestraat 35  Maxim,2022-06-26,4,0,0,0,66,1,3,50.877160828051615,4.7006992525313445
107,MP 01: Naamsestraat 35  Maxim,2022-06-27,0,0,0,0,79,0,20,50.877160828051615,4.7006992525313445
108,MP 01: Naamsestraat 35  Maxim,2022-06-28,0,0,0,0,96,1,19,50.877160828051615,4.7006992525313445
109,MP 01: Naamsestraat 35  Maxim,2022-06-29,7,0,0,0,101,1,15,50.877160828051615,4.7006992525313445
110,MP 01: Naamsestraat 35  Maxim,2022-06-30,3,1,0,0,118,0,23,50.877160828051615,4.7006992525313445
111,MP 01: Naamsestraat 35  Maxim,2022-07-01,0,0,0,0,89,2,21,50.877160828051615,4.7006992525313445
112,MP 01: Naamsestraat 35  Maxim,2022-07-02,2,0,0,0,43,1,11,50.877160828051615,4.7006992525313445
113,MP 01: Naamsestraat 35  Maxim,2022-07-03,0,0,0,0,49,1,12,50.877160828051615,4.7006992525313445
114,MP 01: Naamsestraat 35  Maxim,2022-07-04,16,2,0,1,38,0,39,50.877160828051615,4.7006992525313445
115,MP 01: Naamsestraat 35  Maxim,2022-07-05,2,0,0,0,43,4,14,50.877160828051615,4.7006992525313445
116,MP 01: Naamsestraat 35  Maxim,2022-07-06,1,0,0,0,71,0,16,50.877160828051615,4.7006992525313445
117,MP 01: Naamsestraat 35  Maxim,2022-07-07,3,0,0,1,76,0,16,50.877160828051615,4.7006992525313445
118,MP 01: Naamsestraat 35  Maxim,2022-07-08,2,0,0,0,60,1,20,50.877160828051615,4.7006992525313445
119,MP 01: Naamsestraat 35  Maxim,2022-07-09,6,0,0,0,68,0,16,50.877160828051615,4.7006992525313445
120,MP 01: Naamsestraat 35  Maxim,2022-07-10,0,0,0,0,34,0,4,50.877160828051615,4.7006992525313445
121,MP 01: Naamsestraat 35  Maxim,2022-07-11,0,0,0,0,60,0,6,50.877160828051615,4.7006992525313445
122,MP 01: Naamsestraat 35  Maxim,2022-07-12,0,0,0,0,72,0,14,50.877160828051615,4.7006992525313445
123,MP 01: Naamsestraat 35  Maxim,2022-07-13,0,1,0,0,79,0,8,50.877160828051615,4.7006992525313445
124,MP 01: Naamsestraat 35  Maxim,2022-07-14,0,0,0,0,62,0,12,50.877160828051615,4.7006992525313445
125,MP 01: Naamsestraat 35  Maxim,2022-07-15,2,0,0,0,36,2,13,50.877160828051615,4.7006992525313445
126,MP 01: Naamsestraat 35  Maxim,2022-07-16,8,0,0,0,52,0,19,50.877160828051615,4.7006992525313445
127,MP 01: Naamsestraat 35  Maxim,2022-07-17,2,0,0,0,59,0,3,50.877160828051615,4.7006992525313445
128,MP 01: Naamsestraat 35  Maxim,2022-07-18,1,0,0,1,85,2,17,50.877160828051615,4.7006992525313445
129,MP 01: Naamsestraat 35  Maxim,2022-07-19,3,0,0,0,104,0,14,50.877160828051615,4.7006992525313445
130,MP 01: Naamsestraat 35  Maxim,2022-07-20,2,0,0,0,79,0,19,50.877160828051615,4.7006992525313445
131,MP 01: Naamsestraat 35  Maxim,2022-07-21,2,0,0,0,90,0,5,50.877160828051615,4.7006992525313445
132,MP 01: Naamsestraat 35  Maxim,2022-07-22,3,0,0,0,47,0,5,50.877160828051615,4.7006992525313445
133,MP 01: Naamsestraat 35  Maxim,2022-07-23,6,0,0,0,53,0,19,50.877160828051615,4.7006992525313445
134,MP 01: Naamsestraat 35  Maxim,2022-07-24,5,0,0,0,73,0,16,50.877160828051615,4.7006992525313445
135,MP 01: Naamsestraat 35  Maxim,2022-07-25,0,0,0,0,55,0,17,50.877160828051615,4.7006992525313445
136,MP 01: Naamsestraat 35  Maxim,2022-07-26,1,0,0,0,56,0,13,50.877160828051615,4.7006992525313445
137,MP 01: Naamsestraat 35  Maxim,2022-07-27,1,0,0,0,58,0,7,50.877160828051615,4.7006992525313445
138,MP 01: Naamsestraat 35  Maxim,2022-07-28,3,0,0,0,86,0,18,50.877160828051615,4.7006992525313445
139,MP 01: Naamsestraat 35  Maxim,2022-07-29,2,0,0,0,67,0,13,50.877160828051615,4.7006992525313445
140,MP 01: Naamsestraat 35  Maxim,2022-07-30,0,0,0,0,64,2,8,50.877160828051615,4.7006992525313445
141,MP 01: Naamsestraat 35  Maxim,2022-07-31,11,0,0,0,23,3,31,50.877160828051615,4.7006992525313445
142,MP 01: Naamsestraat 35  Maxim,2022-08-01,1,0,0,0,78,0,14,50.877160828051615,4.7006992525313445
143,MP 01: Naamsestraat 35  Maxim,2022-08-02,2,0,0,0,64,1,24,50.877160828051615,4.7006992525313445
144,MP 01: Naamsestraat 35  Maxim,2022-08-03,2,0,0,0,96,1,29,50.877160828051615,4.7006992525313445
145,MP 01: Naamsestraat 35  Maxim,2022-08-04,6,0,0,0,103,4,77,50.877160828051615,4.7006992525313445
146,MP 01: Naamsestraat 35  Maxim,2022-08-05,7,0,0,0,71,0,85,50.877160828051615,4.7006992525313445
147,MP 01: Naamsestraat 35  Maxim,2022-08-06,12,0,0,0,61,0,18,50.877160828051615,4.7006992525313445
148,MP 01: Naamsestraat 35  Maxim,2022-08-07,3,0,0,0,53,2,10,50.877160828051615,4.7006992525313445
149,MP 01: Naamsestraat 35  Maxim,2022-08-08,2,0,0,0,71,1,20,50.877160828051615,4.7006992525313445
150,MP 01: Naamsestraat 35  Maxim,2022-08-09,1,0,0,0,56,0,16,50.877160828051615,4.7006992525313445
151,MP 01: Naamsestraat 35  Maxim,2022-08-10,3,0,0,0,83,1,47,50.877160828051615,4.7006992525313445
152,MP 01: Naamsestraat 35  Maxim,2022-08-11,1,5,0,0,70,0,23,50.877160828051615,4.7006992525313445
153,MP 01: Naamsestraat 35  Maxim,2022-08-12,2,2,0,2,32,0,24,50.877160828051615,4.7006992525313445
154,MP 01: Naamsestraat 35  Maxim,2022-08-13,2,1,0,1,14,0,15,50.877160828051615,4.7006992525313445
155,MP 01: Naamsestraat 35  Maxim,2022-08-14,2,0,0,0,36,0,13,50.877160828051615,4.7006992525313445
156,MP 01: Naamsestraat 35  Maxim,2022-08-15,2,0,0,0,61,0,4,50.877160828051615,4.7006992525313445
157,MP 01: Naamsestraat 35  Maxim,2022-08-16,0,0,0,0,47,1,8,50.877160828051615,4.7006992525313445
158,MP 01: Naamsestraat 35  Maxim,2022-08-17,3,0,0,0,97,0,12,50.877160828051615,4.7006992525313445
159,MP 01: Naamsestraat 35  Maxim,2022-08-18,0,0,0,0,60,0,23,50.877160828051615,4.7006992525313445
160,MP 01: Naamsestraat 35  Maxim,2022-08-19,1,0,0,0,65,0,23,50.877160828051615,4.7006992525313445
161,MP 01: Naamsestraat 35  Maxim,2022-08-20,6,0,0,0,66,0,8,50.877160828051615,4.7006992525313445
162,MP 01: Naamsestraat 35  Maxim,2022-08-21,6,0,0,1,29,0,5,50.877160828051615,4.7006992525313445
163,MP 01: Naamsestraat 35  Maxim,2022-08-22,2,0,0,0,56,1,19,50.877160828051615,4.7006992525313445
164,MP 01: Naamsestraat 35  Maxim,2022-08-23,0,0,0,0,71,0,13,50.877160828051615,4.7006992525313445
165,MP 01: Naamsestraat 35  Maxim,2022-08-24,1,0,0,0,74,2,22,50.877160828051615,4.7006992525313445
166,MP 01: Naamsestraat 35  Maxim,2022-08-25,1,0,0,0,67,0,18,50.877160828051615,4.7006992525313445
167,MP 01: Naamsestraat 35  Maxim,2022-08-26,2,0,0,0,69,0,19,50.877160828051615,4.7006992525313445
168,MP 01: Naamsestraat 35  Maxim,2022-08-27,9,1,0,0,42,0,16,50.877160828051615,4.7006992525313445
169,MP 01: Naamsestraat 35  Maxim,2022-08-28,0,0,0,0,41,1,8,50.877160828051615,4.7006992525313445
170,MP 01: Naamsestraat 35  Maxim,2022-08-29,0,0,0,0,41,0,17,50.877160828051615,4.7006992525313445
171,MP 01: Naamsestraat 35  Maxim,2022-08-30,2,0,0,0,81,0,11,50.877160828051615,4.7006992525313445
172,MP 01: Naamsestraat 35  Maxim,2022-08-31,3,1,0,0,90,0,22,50.877160828051615,4.7006992525313445
173,MP 01: Naamsestraat 35  Maxim,2022-09-01,0,0,0,0,90,0,19,50.877160828051615,4.7006992525313445
174,MP 01: Naamsestraat 35  Maxim,2022-09-02,2,1,0,0,75,0,24,50.877160828051615,4.7006992525313445
175,MP 01: Naamsestraat 35  Maxim,2022-09-03,4,0,0,0,52,0,6,50.877160828051615,4.7006992525313445
176,MP 01: Naamsestraat 35  Maxim,2022-09-04,1,0,0,0,46,0,6,50.877160828051615,4.7006992525313445
177,MP 01: Naamsestraat 35  Maxim,2022-09-05,2,0,0,0,40,5,7,50.877160828051615,4.7006992525313445
178,MP 01: Naamsestraat 35  Maxim,2022-09-06,3,0,0,0,93,1,25,50.877160828051615,4.7006992525313445
179,MP 01: Naamsestraat 35  Maxim,2022-09-07,1,0,0,0,82,0,25,50.877160828051615,4.7006992525313445
180,MP 01: Naamsestraat 35  Maxim,2022-09-08,4,0,0,0,85,2,27,50.877160828051615,4.7006992525313445
181,MP 01: Naamsestraat 35  Maxim,2022-09-09,5,0,0,0,104,1,30,50.877160828051615,4.7006992525313445
182,MP 01: Naamsestraat 35  Maxim,2022-09-10,5,0,0,0,70,0,14,50.877160828051615,4.7006992525313445
183,MP 01: Naamsestraat 35  Maxim,2022-09-11,3,0,0,0,43,0,11,50.877160828051615,4.7006992525313445
184,MP 01: Naamsestraat 35  Maxim,2022-09-12,3,1,0,0,59,1,21,50.877160828051615,4.7006992525313445
185,MP 01: Naamsestraat 35  Maxim,2022-09-13,2,0,0,0,57,1,26,50.877160828051615,4.7006992525313445
186,MP 01: Naamsestraat 35  Maxim,2022-09-14,3,0,0,0,101,0,21,50.877160828051615,4.7006992525313445
187,MP 01: Naamsestraat 35  Maxim,2022-09-15,5,0,0,0,108,0,20,50.877160828051615,4.7006992525313445
188,MP 01: Naamsestraat 35  Maxim,2022-09-16,6,0,0,0,95,0,29,50.877160828051615,4.7006992525313445
189,MP 01: Naamsestraat 35  Maxim,2022-09-17,4,0,0,0,106,1,25,50.877160828051615,4.7006992525313445
190,MP 01: Naamsestraat 35  Maxim,2022-09-18,0,0,0,0,81,0,13,50.877160828051615,4.7006992525313445
191,MP 01: Naamsestraat 35  Maxim,2022-09-19,3,1,0,0,86,1,18,50.877160828051615,4.7006992525313445
192,MP 01: Naamsestraat 35  Maxim,2022-09-20,1,0,0,0,88,0,21,50.877160828051615,4.7006992525313445
193,MP 01: Naamsestraat 35  Maxim,2022-09-21,2,1,0,0,53,0,20,50.877160828051615,4.7006992525313445
194,MP 01: Naamsestraat 35  Maxim,2022-09-22,5,0,0,0,77,0,39,50.877160828051615,4.7006992525313445
195,MP 01: Naamsestraat 35  Maxim,2022-09-23,10,0,0,0,81,0,34,50.877160828051615,4.7006992525313445
196,MP 01: Naamsestraat 35  Maxim,2022-09-24,3,0,0,0,89,0,23,50.877160828051615,4.7006992525313445
197,MP 01: Naamsestraat 35  Maxim,2022-09-25,1,0,0,0,74,0,21,50.877160828051615,4.7006992525313445
198,MP 01: Naamsestraat 35  Maxim,2022-09-26,26,1,0,0,100,0,75,50.877160828051615,4.7006992525313445
199,MP 01: Naamsestraat 35  Maxim,2022-09-27,30,3,0,0,106,1,69,50.877160828051615,4.7006992525313445
200,MP 01: Naamsestraat 35  Maxim,2022-09-28,36,15,0,0,110,1,102,50.877160828051615,4.7006992525313445
201,MP 01: Naamsestraat 35  Maxim,2022-09-29,36,0,0,0,63,0,60,50.877160828051615,4.7006992525313445
202,MP 01: Naamsestraat 35  Maxim,2022-09-30,26,0,0,0,62,0,32,50.877160828051615,4.7006992525313445
203,MP 01: Naamsestraat 35  Maxim,2022-10-01,10,0,0,0,65,0,8,50.877160828051615,4.7006992525313445
204,MP 01: Naamsestraat 35  Maxim,2022-10-02,4,0,0,0,70,0,11,50.877160828051615,4.7006992525313445
205,MP 01: Naamsestraat 35  Maxim,2022-10-03,12,2,0,0,35,0,28,50.877160828051615,4.7006992525313445
206,MP 01: Naamsestraat 35  Maxim,2022-10-04,55,0,0,0,52,1,32,50.877160828051615,4.7006992525313445
207,MP 01: Naamsestraat 35  Maxim,2022-10-05,18,2,0,0,66,1,33,50.877160828051615,4.7006992525313445
208,MP 01: Naamsestraat 35  Maxim,2022-10-06,22,1,0,0,77,1,51,50.877160828051615,4.7006992525313445
209,MP 01: Naamsestraat 35  Maxim,2022-10-07,59,21,0,1,63,2,176,50.877160828051615,4.7006992525313445
210,MP 01: Naamsestraat 35  Maxim,2022-10-08,20,6,0,0,65,0,102,50.877160828051615,4.7006992525313445
211,MP 01: Naamsestraat 35  Maxim,2022-10-09,9,0,0,0,55,0,11,50.877160828051615,4.7006992525313445
212,MP 01: Naamsestraat 35  Maxim,2022-10-10,10,1,0,0,91,0,23,50.877160828051615,4.7006992525313445
213,MP 01: Naamsestraat 35  Maxim,2022-10-11,34,7,0,0,77,0,124,50.877160828051615,4.7006992525313445
214,MP 01: Naamsestraat 35  Maxim,2022-10-12,32,1,0,0,66,0,42,50.877160828051615,4.7006992525313445
215,MP 01: Naamsestraat 35  Maxim,2022-10-13,34,1,0,0,78,1,69,50.877160828051615,4.7006992525313445
216,MP 01: Naamsestraat 35  Maxim,2022-10-14,24,0,0,0,136,0,40,50.877160828051615,4.7006992525313445
217,MP 01: Naamsestraat 35  Maxim,2022-10-15,6,0,0,0,71,0,8,50.877160828051615,4.7006992525313445
218,MP 01: Naamsestraat 35  Maxim,2022-10-16,5,0,0,0,56,0,14,50.877160828051615,4.7006992525313445
219,MP 01: Naamsestraat 35  Maxim,2022-10-17,3,0,0,0,73,1,14,50.877160828051615,4.7006992525313445
220,MP 01: Naamsestraat 35  Maxim,2022-10-18,21,0,0,0,82,0,29,50.877160828051615,4.7006992525313445
221,MP 01: Naamsestraat 35  Maxim,2022-10-19,37,3,0,0,86,1,76,50.877160828051615,4.7006992525313445
222,MP 01: Naamsestraat 35  Maxim,2022-10-20,39,1,0,0,107,0,87,50.877160828051615,4.7006992525313445
223,MP 01: Naamsestraat 35  Maxim,2022-10-21,45,12,0,0,81,0,97,50.877160828051615,4.7006992525313445
224,MP 01: Naamsestraat 35  Maxim,2022-10-22,5,1,0,0,62,0,18,50.877160828051615,4.7006992525313445
225,MP 01: Naamsestraat 35  Maxim,2022-10-23,1,0,0,0,51,0,13,50.877160828051615,4.7006992525313445
226,MP 01: Naamsestraat 35  Maxim,2022-10-24,10,1,0,0,92,0,34,50.877160828051615,4.7006992525313445
227,MP 01: Naamsestraat 35  Maxim,2022-10-25,10,1,0,0,48,0,26,50.877160828051615,4.7006992525313445
228,MP 01: Naamsestraat 35  Maxim,2022-11-02,3,0,0,0,50,0,18,50.877160828051615,4.7006992525313445
229,MP 01: Naamsestraat 35  Maxim,2022-11-03,31,1,0,0,80,2,43,50.877160828051615,4.7006992525313445
230,MP 01: Naamsestraat 35  Maxim,2022-11-04,32,0,0,0,67,0,55,50.877160828051615,4.7006992525313445
231,MP 01: Naamsestraat 35  Maxim,2022-11-05,8,0,0,0,69,0,12,50.877160828051615,4.7006992525313445
