,description,date,Human voice - Shouting,Human voice - Singing,Music non-amplified,Nature elements - Wind,Transport road - Passenger car,Transport road - Siren,Unsupported,latitude,longitude
232,MP 01: Naamsestraat 35  Maxim,2022-11-06,3,0,0,0,67,0,12,50.877160828051615,4.7006992525313445
233,MP 01: Naamsestraat 35  Maxim,2022-11-07,12,8,0,1,100,0,99,50.877160828051615,4.7006992525313445
234,MP 01: Naamsestraat 35  Maxim,2022-11-08,14,1,0,0,73,0,36,50.877160828051615,4.7006992525313445
235,MP 01: Naamsestraat 35  Maxim,2022-11-09,21,0,0,0,78,0,34,50.877160828051615,4.7006992525313445
236,MP 01: Naamsestraat 35  Maxim,2022-11-10,15,0,0,0,3,0,27,50.877160828051615,4.7006992525313445
237,MP 01: Naamsestraat 35  Maxim,2022-11-23,12,0,0,1,50,0,29,50.877160828051615,4.7006992525313445
238,MP 01: Naamsestraat 35  Maxim,2022-11-24,46,1,0,0,87,0,95,50.877160828051615,4.7006992525313445
239,MP 01: Naamsestraat 35  Maxim,2022-11-25,27,0,0,0,102,2,45,50.877160828051615,4.7006992525313445
240,MP 01: Naamsestraat 35  Maxim,2022-11-26,0,1,0,0,97,0,18,50.877160828051615,4.7006992525313445
241,MP 01: Naamsestraat 35  Maxim,2022-11-27,0,0,0,0,89,0,15,50.877160828051615,4.7006992525313445
242,MP 01: Naamsestraat 35  Maxim,2022-11-28,0,9,0,1,65,2,32,50.877160828051615,4.7006992525313445
243,MP 01: Naamsestraat 35  Maxim,2022-11-29,7,0,0,0,93,1,22,50.877160828051615,4.7006992525313445
244,MP 01: Naamsestraat 35  Maxim,2022-11-30,25,2,0,0,97,2,46,50.877160828051615,4.7006992525313445
245,MP 01: Naamsestraat 35  Maxim,2022-12-01,37,3,0,0,56,0,103,50.877160828051615,4.7006992525313445
246,MP 01: Naamsestraat 35  Maxim,2022-12-02,33,6,0,0,89,0,120,50.877160828051615,4.7006992525313445
247,MP 01: Naamsestraat 35  Maxim,2022-12-03,6,3,0,0,73,0,11,50.877160828051615,4.7006992525313445
248,MP 01: Naamsestraat 35  Maxim,2022-12-04,0,0,0,0,58,0,20,50.877160828051615,4.7006992525313445
249,MP 01: Naamsestraat 35  Maxim,2022-12-05,1,2,0,0,65,0,17,50.877160828051615,4.7006992525313445
250,MP 01: Naamsestraat 35  Maxim,2022-12-06,4,0,0,0,87,0,8,50.877160828051615,4.7006992525313445
251,MP 01: Naamsestraat 35  Maxim,2022-12-07,5,2,0,0,86,0,29,50.877160828051615,4.7006992525313445
252,MP 01: Naamsestraat 35  Maxim,2022-12-08,14,0,0,0,86,0,30,50.877160828051615,4.7006992525313445
253,MP 01: Naamsestraat 35  Maxim,2022-12-09,18,3,0,0,85,1,76,50.877160828051615,4.7006992525313445
254,MP 01: Naamsestraat 35  Maxim,2022-12-10,20,3,0,0,70,1,37,50.877160828051615,4.7006992525313445
255,MP 01: Naamsestraat 35  Maxim,2022-12-11,0,3,0,0,68,0,22,50.877160828051615,4.7006992525313445
256,MP 01: Naamsestraat 35  Maxim,2022-12-12,12,1,0,0,63,0,30,50.877160828051615,4.7006992525313445
257,MP 01: Naamsestraat 35  Maxim,2022-12-13,2,1,0,0,63,0,28,50.877160828051615,4.7006992525313445
258,MP 01: Naamsestraat 35  Maxim,2022-12-14,8,2,0,0,57,0,23,50.877160828051615,4.7006992525313445
259,MP 01: Naamsestraat 35  Maxim,2022-12-15,18,2,0,1,59,0,40,50.877160828051615,4.7006992525313445
260,MP 01: Naamsestraat 35  Maxim,2022-12-16,13,1,0,0,63,0,30,50.877160828051615,4.7006992525313445
261,MP 01: Naamsestraat 35  Maxim,2022-12-17,9,2,0,0,71,0,37,50.877160828051615,4.7006992525313445
262,MP 01: Naamsestraat 35  Maxim,2022-12-18,3,1,0,0,51,1,15,50.877160828051615,4.7006992525313445
263,MP 01: Naamsestraat 35  Maxim,2022-12-19,3,1,0,0,57,2,10,50.877160828051615,4.7006992525313445
264,MP 01: Naamsestraat 35  Maxim,2022-12-20,7,0,0,0,85,0,17,50.877160828051615,4.7006992525313445
265,MP 01: Naamsestraat 35  Maxim,2022-12-21,9,0,0,0,66,0,16,50.877160828051615,4.7006992525313445
266,MP 01: Naamsestraat 35  Maxim,2022-12-22,19,0,0,0,47,0,35,50.877160828051615,4.7006992525313445
267,MP 02: Naamsestraat 57 Xior,2022-03-07,0,0,0,0,1,0,0,50.87649057167669,4.700691639839767
268,MP 02: Naamsestraat 57 Xior,2022-03-08,4,0,0,0,10,4,0,50.87649057167669,4.700691639839767
269,MP 02: Naamsestraat 57 Xior,2022-03-09,4,0,1,0,18,1,0,50.87649057167669,4.700691639839767
270,MP 02: Naamsestraat 57 Xior,2022-03-10,8,0,0,0,13,2,0,50.87649057167669,4.700691639839767
271,MP 02: Naamsestraat 57 Xior,2022-03-11,16,0,0,1,19,3,0,50.87649057167669,4.700691639839767
272,MP 02: Naamsestraat 57 Xior,2022-03-12,1,0,0,0,13,2,0,50.87649057167669,4.700691639839767
273,MP 02: Naamsestraat 57 Xior,2022-03-13,2,0,0,0,9,3,0,50.87649057167669,4.700691639839767
274,MP 02: Naamsestraat 57 Xior,2022-03-14,2,0,0,0,7,6,0,50.87649057167669,4.700691639839767
275,MP 02: Naamsestraat 57 Xior,2022-03-15,6,0,0,1,8,4,0,50.87649057167669,4.700691639839767
276,MP 02: Naamsestraat 57 Xior,2022-03-16,4,0,0,0,9,5,0,50.87649057167669,4.700691639839767
277,MP 02: Naamsestraat 57 Xior,2022-03-17,13,0,0,0,13,0,0,50.87649057167669,4.700691639839767
278,MP 02: Naamsestraat 57 Xior,2022-03-18,11,0,0,1,11,3,0,50.87649057167669,4.700691639839767
279,MP 02: Naamsestraat 57 Xior,2022-03-19,6,0,0,0,20,2,0,50.87649057167669,4.700691639839767
280,MP 02: Naamsestraat 57 Xior,2022-03-20,0,0,0,0,4,5,0,50.87649057167669,4.700691639839767
281,MP 02: Naamsestraat 57 Xior,2022-03-21,2,0,0,0,11,3,0,50.87649057167669,4.700691639839767
282,MP 02: Naamsestraat 57 Xior,2022-03-22,8,0,0,0,10,0,0,50.87649057167669,4.700691639839767
283,MP 02: Naamsestraat 57 Xior,2022-03-23,5,0,0,0,14,0,6,50.87649057167669,4.700691639839767
284,MP 02: Naamsestraat 57 Xior,2022-03-24,6,0,0,0,7,0,9,50.87649057167669,4.700691639839767
285,MP 02: Naamsestraat 57 Xior,2022-03-25,7,0,0,0,5,0,3,50.87649057167669,4.700691639839767
286,MP 02: Naamsestraat 57 Xior,2022-03-26,1,0,0,0,6,0,1,50.87649057167669,4.700691639839767
287,MP 02: Naamsestraat 57 Xior,2022-03-27,0,0,0,1,2,1,15,50.87649057167669,4.700691639839767
288,MP 02: Naamsestraat 57 Xior,2022-03-28,3,0,0,0,6,1,8,50.87649057167669,4.700691639839767
289,MP 02: Naamsestraat 57 Xior,2022-03-29,6,0,0,0,7,1,7,50.87649057167669,4.700691639839767
290,MP 02: Naamsestraat 57 Xior,2022-03-30,2,0,0,0,8,0,8,50.87649057167669,4.700691639839767
291,MP 02: Naamsestraat 57 Xior,2022-03-31,9,0,0,0,8,1,6,50.87649057167669,4.700691639839767
292,MP 02: Naamsestraat 57 Xior,2022-04-01,9,0,0,0,18,3,8,50.87649057167669,4.700691639839767
293,MP 02: Naamsestraat 57 Xior,2022-04-02,7,0,0,0,4,0,4,50.87649057167669,4.700691639839767
294,MP 02: Naamsestraat 57 Xior,2022-04-03,1,0,0,0,2,0,3,50.87649057167669,4.700691639839767
295,MP 02: Naamsestraat 57 Xior,2022-04-04,4,0,0,0,11,0,16,50.87649057167669,4.700691639839767
296,MP 02: Naamsestraat 57 Xior,2022-04-05,2,0,0,0,12,0,8,50.87649057167669,4.700691639839767
297,MP 02: Naamsestraat 57 Xior,2022-04-06,6,0,0,0,6,0,39,50.87649057167669,4.700691639839767
298,MP 02: Naamsestraat 57 Xior,2022-04-07,3,0,0,0,1,0,10,50.87649057167669,4.700691639839767
299,MP 02: Naamsestraat 57 Xior,2022-04-08,5,0,0,0,5,1,9,50.87649057167669,4.700691639839767
300,MP 02: Naamsestraat 57 Xior,2022-04-09,3,0,0,0,8,0,8,50.87649057167669,4.700691639839767
301,MP 02: Naamsestraat 57 Xior,2022-04-10,0,0,0,0,0,0,1,50.87649057167669,4.700691639839767
302,MP 02: Naamsestraat 57 Xior,2022-04-11,5,0,0,0,1,0,6,50.87649057167669,4.700691639839767
303,MP 02: Naamsestraat 57 Xior,2022-04-12,8,0,0,0,4,0,9,50.87649057167669,4.700691639839767
304,MP 02: Naamsestraat 57 Xior,2022-04-13,0,0,0,0,5,0,4,50.87649057167669,4.700691639839767
305,MP 02: Naamsestraat 57 Xior,2022-04-14,2,0,0,0,2,1,7,50.87649057167669,4.700691639839767
306,MP 02: Naamsestraat 57 Xior,2022-04-15,1,0,0,0,0,0,0,50.87649057167669,4.700691639839767
307,MP 02: Naamsestraat 57 Xior,2022-04-16,0,0,0,0,4,0,2,50.87649057167669,4.700691639839767
308,MP 02: Naamsestraat 57 Xior,2022-04-17,0,0,0,0,5,0,1,50.87649057167669,4.700691639839767
309,MP 02: Naamsestraat 57 Xior,2022-04-18,2,0,0,0,4,0,1,50.87649057167669,4.700691639839767
310,MP 02: Naamsestraat 57 Xior,2022-04-19,1,1,0,0,11,0,2,50.87649057167669,4.700691639839767
311,MP 02: Naamsestraat 57 Xior,2022-04-20,1,0,0,0,9,1,4,50.87649057167669,4.700691639839767
312,MP 02: Naamsestraat 57 Xior,2022-04-21,2,1,0,0,14,0,10,50.87649057167669,4.700691639839767
313,MP 02: Naamsestraat 57 Xior,2022-04-22,3,1,0,0,11,0,5,50.87649057167669,4.700691639839767
314,MP 02: Naamsestraat 57 Xior,2022-04-23,0,0,0,0,4,1,6,50.87649057167669,4.700691639839767
315,MP 02: Naamsestraat 57 Xior,2022-04-24,1,0,0,0,0,1,3,50.87649057167669,4.700691639839767
316,MP 02: Naamsestraat 57 Xior,2022-04-25,1,0,0,0,5,0,5,50.87649057167669,4.700691639839767
317,MP 02: Naamsestraat 57 Xior,2022-04-26,2,4,0,0,10,2,6,50.87649057167669,4.700691639839767
318,MP 02: Naamsestraat 57 Xior,2022-04-27,4,0,0,0,14,0,11,50.87649057167669,4.700691639839767
319,MP 02: Naamsestraat 57 Xior,2022-04-28,0,0,0,0,10,0,1,50.87649057167669,4.700691639839767
320,MP 02: Naamsestraat 57 Xior,2022-04-29,4,0,0,0,6,1,8,50.87649057167669,4.700691639839767
321,MP 02: Naamsestraat 57 Xior,2022-04-30,0,1,0,0,3,0,2,50.87649057167669,4.700691639839767
322,MP 02: Naamsestraat 57 Xior,2022-05-01,0,0,0,0,1,0,2,50.87649057167669,4.700691639839767
323,MP 02: Naamsestraat 57 Xior,2022-05-02,0,0,0,0,9,0,5,50.87649057167669,4.700691639839767
324,MP 02: Naamsestraat 57 Xior,2022-05-03,0,0,0,0,9,0,1,50.87649057167669,4.700691639839767
325,MP 02: Naamsestraat 57 Xior,2022-05-04,1,0,0,0,3,1,8,50.87649057167669,4.700691639839767
326,MP 02: Naamsestraat 57 Xior,2022-05-05,0,0,0,0,6,4,4,50.87649057167669,4.700691639839767
327,MP 02: Naamsestraat 57 Xior,2022-05-06,5,0,0,0,8,3,11,50.87649057167669,4.700691639839767
328,MP 02: Naamsestraat 57 Xior,2022-05-07,0,0,0,0,2,1,2,50.87649057167669,4.700691639839767
329,MP 02: Naamsestraat 57 Xior,2022-05-08,0,0,0,0,2,0,2,50.87649057167669,4.700691639839767
330,MP 02: Naamsestraat 57 Xior,2022-05-09,1,0,0,0,4,1,2,50.87649057167669,4.700691639839767
331,MP 02: Naamsestraat 57 Xior,2022-05-10,1,0,0,0,11,1,4,50.87649057167669,4.700691639839767
332,MP 02: Naamsestraat 57 Xior,2022-05-11,1,1,0,0,10,3,4,50.87649057167669,4.700691639839767
333,MP 02: Naamsestraat 57 Xior,2022-05-12,0,0,0,0,10,3,7,50.87649057167669,4.700691639839767
334,MP 02: Naamsestraat 57 Xior,2022-05-13,0,2,0,0,6,3,5,50.87649057167669,4.700691639839767
335,MP 02: Naamsestraat 57 Xior,2022-05-14,1,1,0,0,2,1,0,50.87649057167669,4.700691639839767
336,MP 02: Naamsestraat 57 Xior,2022-05-15,0,0,0,0,3,1,2,50.87649057167669,4.700691639839767
337,MP 02: Naamsestraat 57 Xior,2022-05-16,1,1,0,0,7,0,3,50.87649057167669,4.700691639839767
338,MP 02: Naamsestraat 57 Xior,2022-05-17,1,0,0,0,6,1,4,50.87649057167669,4.700691639839767
339,MP 02: Naamsestraat 57 Xior,2022-05-18,1,0,0,0,13,3,8,50.87649057167669,4.700691639839767
340,MP 02: Naamsestraat 57 Xior,2022-05-19,2,0,0,0,5,1,6,50.87649057167669,4.700691639839767
341,MP 02: Naamsestraat 57 Xior,2022-05-20,2,0,0,0,13,1,5,50.87649057167669,4.700691639839767
342,MP 02: Naamsestraat 57 Xior,2022-05-21,2,0,0,0,5,0,2,50.87649057167669,4.700691639839767
343,MP 02: Naamsestraat 57 Xior,2022-05-22,0,0,0,0,2,0,2,50.87649057167669,4.700691639839767
344,MP 02: Naamsestraat 57 Xior,2022-05-23,2,0,0,0,8,0,3,50.87649057167669,4.700691639839767
345,MP 02: Naamsestraat 57 Xior,2022-05-24,1,0,0,0,8,0,6,50.87649057167669,4.700691639839767
346,MP 02: Naamsestraat 57 Xior,2022-05-25,3,0,0,0,8,1,2,50.87649057167669,4.700691639839767
347,MP 02: Naamsestraat 57 Xior,2022-05-26,1,2,0,0,4,0,7,50.87649057167669,4.700691639839767
348,MP 02: Naamsestraat 57 Xior,2022-05-27,1,0,0,0,7,1,1,50.87649057167669,4.700691639839767
349,MP 02: Naamsestraat 57 Xior,2022-05-28,2,0,0,0,1,0,3,50.87649057167669,4.700691639839767
350,MP 02: Naamsestraat 57 Xior,2022-05-29,0,0,0,0,1,1,2,50.87649057167669,4.700691639839767
351,MP 02: Naamsestraat 57 Xior,2022-05-30,0,0,0,0,13,1,3,50.87649057167669,4.700691639839767
352,MP 02: Naamsestraat 57 Xior,2022-05-31,0,0,0,0,11,1,1,50.87649057167669,4.700691639839767
353,MP 02: Naamsestraat 57 Xior,2022-06-01,1,0,0,0,11,0,1,50.87649057167669,4.700691639839767
354,MP 02: Naamsestraat 57 Xior,2022-06-02,0,1,0,1,12,0,7,50.87649057167669,4.700691639839767
355,MP 02: Naamsestraat 57 Xior,2022-06-03,0,0,0,0,5,0,2,50.87649057167669,4.700691639839767
356,MP 02: Naamsestraat 57 Xior,2022-06-04,3,1,0,0,6,0,6,50.87649057167669,4.700691639839767
357,MP 02: Naamsestraat 57 Xior,2022-06-05,1,0,0,0,5,1,3,50.87649057167669,4.700691639839767
358,MP 02: Naamsestraat 57 Xior,2022-06-06,1,0,0,0,5,0,3,50.87649057167669,4.700691639839767
359,MP 02: Naamsestraat 57 Xior,2022-06-07,0,0,0,1,5,0,1,50.87649057167669,4.700691639839767
360,MP 02: Naamsestraat 57 Xior,2022-06-08,1,0,0,0,6,5,4,50.87649057167669,4.700691639839767
361,MP 02: Naamsestraat 57 Xior,2022-06-09,0,0,0,0,9,0,4,50.87649057167669,4.700691639839767
362,MP 02: Naamsestraat 57 Xior,2022-06-10,3,0,0,0,10,2,9,50.87649057167669,4.700691639839767
363,MP 02: Naamsestraat 57 Xior,2022-06-11,0,0,0,0,12,0,11,50.87649057167669,4.700691639839767
364,MP 02: Naamsestraat 57 Xior,2022-06-12,2,0,0,0,3,0,3,50.87649057167669,4.700691639839767
365,MP 02: Naamsestraat 57 Xior,2022-06-13,1,0,0,0,4,2,2,50.87649057167669,4.700691639839767
366,MP 02: Naamsestraat 57 Xior,2022-06-14,0,1,0,1,23,0,2,50.87649057167669,4.700691639839767
367,MP 02: Naamsestraat 57 Xior,2022-06-15,0,0,0,0,9,0,3,50.87649057167669,4.700691639839767
368,MP 02: Naamsestraat 57 Xior,2022-06-16,0,0,0,0,14,0,4,50.87649057167669,4.700691639839767
369,MP 02: Naamsestraat 57 Xior,2022-06-17,0,0,0,0,12,0,6,50.87649057167669,4.700691639839767
370,MP 02: Naamsestraat 57 Xior,2022-06-18,0,0,0,0,30,0,4,50.87649057167669,4.700691639839767
371,MP 02: Naamsestraat 57 Xior,2022-06-19,0,0,0,0,1,1,2,50.87649057167669,4.700691639839767
372,MP 02: Naamsestraat 57 Xior,2022-06-20,1,0,0,1,3,1,6,50.87649057167669,4.700691639839767
373,MP 02: Naamsestraat 57 Xior,2022-06-21,1,0,0,0,3,0,1,50.87649057167669,4.700691639839767
374,MP 02: Naamsestraat 57 Xior,2022-06-22,0,0,0,0,9,0,3,50.87649057167669,4.700691639839767
375,MP 02: Naamsestraat 57 Xior,2022-06-23,1,0,0,0,14,1,7,50.87649057167669,4.700691639839767
376,MP 02: Naamsestraat 57 Xior,2022-06-24,1,0,0,0,12,1,5,50.87649057167669,4.700691639839767
377,MP 02: Naamsestraat 57 Xior,2022-06-25,1,1,0,0,6,0,1,50.87649057167669,4.700691639839767
378,MP 02: Naamsestraat 57 Xior,2022-06-26,0,0,0,0,2,1,1,50.87649057167669,4.700691639839767
379,MP 02: Naamsestraat 57 Xior,2022-06-27,0,0,0,0,7,0,2,50.87649057167669,4.700691639839767
380,MP 02: Naamsestraat 57 Xior,2022-06-28,1,0,0,0,13,2,7,50.87649057167669,4.700691639839767
381,MP 02: Naamsestraat 57 Xior,2022-06-29,1,0,1,0,11,1,4,50.87649057167669,4.700691639839767
382,MP 02: Naamsestraat 57 Xior,2022-06-30,0,0,0,0,16,2,3,50.87649057167669,4.700691639839767
383,MP 02: Naamsestraat 57 Xior,2022-07-01,2,0,0,1,12,2,5,50.87649057167669,4.700691639839767
384,MP 02: Naamsestraat 57 Xior,2022-07-02,0,0,0,0,3,2,5,50.87649057167669,4.700691639839767
385,MP 02: Naamsestraat 57 Xior,2022-07-03,0,0,0,0,2,0,2,50.87649057167669,4.700691639839767
386,MP 02: Naamsestraat 57 Xior,2022-07-04,0,0,0,0,3,0,2,50.87649057167669,4.700691639839767
387,MP 02: Naamsestraat 57 Xior,2022-07-05,0,0,0,0,8,3,7,50.87649057167669,4.700691639839767
388,MP 02: Naamsestraat 57 Xior,2022-07-06,1,0,0,0,7,0,2,50.87649057167669,4.700691639839767
389,MP 02: Naamsestraat 57 Xior,2022-07-07,0,0,0,0,9,2,1,50.87649057167669,4.700691639839767
390,MP 02: Naamsestraat 57 Xior,2022-07-08,0,0,0,0,10,1,3,50.87649057167669,4.700691639839767
391,MP 02: Naamsestraat 57 Xior,2022-07-09,0,0,0,0,5,0,1,50.87649057167669,4.700691639839767
392,MP 02: Naamsestraat 57 Xior,2022-07-10,0,0,0,0,0,1,3,50.87649057167669,4.700691639839767
393,MP 02: Naamsestraat 57 Xior,2022-07-11,0,0,0,0,5,0,1,50.87649057167669,4.700691639839767
394,MP 02: Naamsestraat 57 Xior,2022-07-12,0,0,0,0,7,0,5,50.87649057167669,4.700691639839767
395,MP 02: Naamsestraat 57 Xior,2022-07-13,2,0,0,0,9,0,3,50.87649057167669,4.700691639839767
396,MP 02: Naamsestraat 57 Xior,2022-07-14,0,0,0,0,4,2,3,50.87649057167669,4.700691639839767
397,MP 02: Naamsestraat 57 Xior,2022-07-15,0,0,0,0,2,1,6,50.87649057167669,4.700691639839767
398,MP 02: Naamsestraat 57 Xior,2022-07-16,0,0,0,0,4,0,6,50.87649057167669,4.700691639839767
399,MP 02: Naamsestraat 57 Xior,2022-07-17,0,0,0,0,5,0,3,50.87649057167669,4.700691639839767
400,MP 02: Naamsestraat 57 Xior,2022-07-18,1,0,0,0,18,1,3,50.87649057167669,4.700691639839767
401,MP 02: Naamsestraat 57 Xior,2022-07-19,0,0,0,0,32,0,1,50.87649057167669,4.700691639839767
402,MP 02: Naamsestraat 57 Xior,2022-07-20,0,0,0,0,5,0,1,50.87649057167669,4.700691639839767
403,MP 02: Naamsestraat 57 Xior,2022-07-21,1,0,0,0,2,0,5,50.87649057167669,4.700691639839767
404,MP 02: Naamsestraat 57 Xior,2022-07-22,0,1,0,0,4,0,4,50.87649057167669,4.700691639839767
405,MP 02: Naamsestraat 57 Xior,2022-07-23,0,0,0,0,1,1,2,50.87649057167669,4.700691639839767
406,MP 02: Naamsestraat 57 Xior,2022-07-24,0,0,0,0,15,0,1,50.87649057167669,4.700691639839767
407,MP 02: Naamsestraat 57 Xior,2022-07-25,1,0,0,0,3,0,5,50.87649057167669,4.700691639839767
408,MP 02: Naamsestraat 57 Xior,2022-07-26,0,0,0,0,8,0,2,50.87649057167669,4.700691639839767
409,MP 02: Naamsestraat 57 Xior,2022-07-27,0,1,0,0,10,0,5,50.87649057167669,4.700691639839767
410,MP 02: Naamsestraat 57 Xior,2022-07-28,1,0,0,0,8,0,4,50.87649057167669,4.700691639839767
411,MP 02: Naamsestraat 57 Xior,2022-07-29,0,0,0,0,5,3,2,50.87649057167669,4.700691639839767
412,MP 02: Naamsestraat 57 Xior,2022-07-30,1,0,0,0,4,3,3,50.87649057167669,4.700691639839767
413,MP 02: Naamsestraat 57 Xior,2022-07-31,1,0,0,0,1,2,8,50.87649057167669,4.700691639839767
414,MP 02: Naamsestraat 57 Xior,2022-08-01,2,0,0,0,6,0,3,50.87649057167669,4.700691639839767
415,MP 02: Naamsestraat 57 Xior,2022-08-02,1,0,0,0,7,1,6,50.87649057167669,4.700691639839767
416,MP 02: Naamsestraat 57 Xior,2022-08-03,0,0,0,0,14,1,5,50.87649057167669,4.700691639839767
417,MP 02: Naamsestraat 57 Xior,2022-08-04,1,0,0,0,6,3,3,50.87649057167669,4.700691639839767
418,MP 02: Naamsestraat 57 Xior,2022-08-05,0,0,0,1,4,0,7,50.87649057167669,4.700691639839767
419,MP 02: Naamsestraat 57 Xior,2022-08-06,0,0,0,0,3,0,4,50.87649057167669,4.700691639839767
420,MP 02: Naamsestraat 57 Xior,2022-08-07,0,0,0,0,6,2,18,50.87649057167669,4.700691639839767
421,MP 02: Naamsestraat 57 Xior,2022-08-08,3,0,0,0,15,2,2,50.87649057167669,4.700691639839767
422,MP 02: Naamsestraat 57 Xior,2022-08-09,0,0,0,0,10,0,1,50.87649057167669,4.700691639839767
423,MP 02: Naamsestraat 57 Xior,2022-08-10,0,1,0,0,11,1,4,50.87649057167669,4.700691639839767
424,MP 02: Naamsestraat 57 Xior,2022-08-11,0,0,0,0,8,0,4,50.87649057167669,4.700691639839767
425,MP 02: Naamsestraat 57 Xior,2022-08-12,0,0,0,0,5,0,6,50.87649057167669,4.700691639839767
426,MP 02: Naamsestraat 57 Xior,2022-08-13,0,0,0,0,1,1,3,50.87649057167669,4.700691639839767
427,MP 02: Naamsestraat 57 Xior,2022-08-14,0,0,0,0,4,0,4,50.87649057167669,4.700691639839767
428,MP 02: Naamsestraat 57 Xior,2022-08-15,0,0,0,0,5,0,2,50.87649057167669,4.700691639839767
429,MP 02: Naamsestraat 57 Xior,2022-08-16,0,0,0,0,5,1,4,50.87649057167669,4.700691639839767
430,MP 02: Naamsestraat 57 Xior,2022-08-17,2,0,0,0,3,0,2,50.87649057167669,4.700691639839767
431,MP 02: Naamsestraat 57 Xior,2022-08-18,0,0,0,0,11,0,3,50.87649057167669,4.700691639839767
432,MP 02: Naamsestraat 57 Xior,2022-08-19,0,0,0,0,9,0,3,50.87649057167669,4.700691639839767
433,MP 02: Naamsestraat 57 Xior,2022-08-20,3,0,0,0,5,0,4,50.87649057167669,4.700691639839767
434,MP 02: Naamsestraat 57 Xior,2022-08-21,1,0,0,1,4,0,1,50.87649057167669,4.700691639839767
435,MP 02: Naamsestraat 57 Xior,2022-08-22,0,0,0,0,8,0,4,50.87649057167669,4.700691639839767
436,MP 02: Naamsestraat 57 Xior,2022-08-23,0,0,0,0,8,0,2,50.87649057167669,4.700691639839767
437,MP 02: Naamsestraat 57 Xior,2022-08-24,0,0,0,0,17,2,6,50.87649057167669,4.700691639839767
438,MP 02: Naamsestraat 57 Xior,2022-08-25,0,0,0,0,12,0,6,50.87649057167669,4.700691639839767
439,MP 02: Naamsestraat 57 Xior,2022-08-26,0,0,0,0,5,2,8,50.87649057167669,4.700691639839767
440,MP 02: Naamsestraat 57 Xior,2022-08-27,2,3,0,0,4,0,9,50.87649057167669,4.700691639839767
441,MP 02: Naamsestraat 57 Xior,2022-08-28,1,0,0,0,2,0,7,50.87649057167669,4.700691639839767
442,MP 02: Naamsestraat 57 Xior,2022-08-29,0,0,0,0,3,0,3,50.87649057167669,4.700691639839767
443,MP 02: Naamsestraat 57 Xior,2022-08-30,1,0,0,0,8,0,1,50.87649057167669,4.700691639839767
444,MP 02: Naamsestraat 57 Xior,2022-08-31,1,0,0,0,6,1,6,50.87649057167669,4.700691639839767
445,MP 02: Naamsestraat 57 Xior,2022-09-01,0,0,0,0,13,0,2,50.87649057167669,4.700691639839767
446,MP 02: Naamsestraat 57 Xior,2022-09-02,0,0,0,0,7,0,11,50.87649057167669,4.700691639839767
447,MP 02: Naamsestraat 57 Xior,2022-09-03,0,0,0,0,7,0,6,50.87649057167669,4.700691639839767
448,MP 02: Naamsestraat 57 Xior,2022-09-04,0,1,0,0,9,0,3,50.87649057167669,4.700691639839767
449,MP 02: Naamsestraat 57 Xior,2022-09-05,0,0,0,0,3,3,2,50.87649057167669,4.700691639839767
450,MP 02: Naamsestraat 57 Xior,2022-09-06,0,0,0,0,14,2,1,50.87649057167669,4.700691639839767
451,MP 02: Naamsestraat 57 Xior,2022-09-07,0,0,0,0,6,0,4,50.87649057167669,4.700691639839767
452,MP 02: Naamsestraat 57 Xior,2022-09-08,1,0,0,0,15,2,6,50.87649057167669,4.700691639839767
453,MP 02: Naamsestraat 57 Xior,2022-09-09,2,0,0,0,10,1,7,50.87649057167669,4.700691639839767
454,MP 02: Naamsestraat 57 Xior,2022-09-10,0,0,0,0,6,0,4,50.87649057167669,4.700691639839767
455,MP 02: Naamsestraat 57 Xior,2022-09-11,2,0,0,0,11,0,6,50.87649057167669,4.700691639839767
456,MP 02: Naamsestraat 57 Xior,2022-09-12,0,1,0,0,16,2,11,50.87649057167669,4.700691639839767
457,MP 02: Naamsestraat 57 Xior,2022-09-13,0,0,0,0,19,1,8,50.87649057167669,4.700691639839767
458,MP 02: Naamsestraat 57 Xior,2022-09-14,0,0,0,0,11,0,5,50.87649057167669,4.700691639839767
459,MP 02: Naamsestraat 57 Xior,2022-09-15,3,0,0,0,18,0,7,50.87649057167669,4.700691639839767
460,MP 02: Naamsestraat 57 Xior,2022-09-16,1,0,0,0,11,0,1,50.87649057167669,4.700691639839767
461,MP 02: Naamsestraat 57 Xior,2022-09-17,0,1,0,0,2,1,5,50.87649057167669,4.700691639839767
462,MP 02: Naamsestraat 57 Xior,2022-09-18,1,0,0,0,6,2,6,50.87649057167669,4.700691639839767
463,MP 02: Naamsestraat 57 Xior,2022-09-19,0,0,0,0,18,1,6,50.87649057167669,4.700691639839767
464,MP 02: Naamsestraat 57 Xior,2022-09-20,0,0,0,0,13,0,2,50.87649057167669,4.700691639839767
465,MP 02: Naamsestraat 57 Xior,2022-09-21,1,0,0,0,8,0,2,50.87649057167669,4.700691639839767
466,MP 02: Naamsestraat 57 Xior,2022-09-22,1,0,0,0,12,1,7,50.87649057167669,4.700691639839767
467,MP 02: Naamsestraat 57 Xior,2022-09-23,5,0,0,0,19,1,6,50.87649057167669,4.700691639839767
468,MP 02: Naamsestraat 57 Xior,2022-09-24,1,0,0,0,7,0,6,50.87649057167669,4.700691639839767
469,MP 02: Naamsestraat 57 Xior,2022-09-25,0,0,0,0,1,2,6,50.87649057167669,4.700691639839767
